x,y,guess,correct
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm1800×295(SD-303他),透明フロート６㍉,透明フロート６㍉,1
強化ｶﾞﾗｽ厚さ8W800×H922,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=194350×2800,透明フロート１９㍉,透明フロート１９㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚62.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
複層ｶﾞﾗｽFL10+A12+FL10特寸8.0㎡以下,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,1
複層ｶﾞﾗｽPWG6.8+A6+FG62.00㎡以下,ﾍﾟｱｶﾞﾗｽPW6.8+A6+型6,ﾍﾟｱｶﾞﾗｽPW6.8+A6+型6,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚3100×200,透明フロート３㍉,透明フロート３㍉,1
ガラス手摺H1200斜部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１５㍉H1200斜部,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１５㍉H1200斜部,1
フロートガラスt=124.45㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
耐熱強化ｶﾞﾗｽ厚さ8.0mm平面2.00㎡以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
複層ｶﾞﾗｽ網入磨t10+A12+ﾌﾛｰﾄt82.0m2以下,ﾍﾟｱｶﾞﾗｽPW10+A12+FL8,ﾍﾟｱｶﾞﾗｽPW10+A12+FL8,1
耐熱ガラスt6.5W1500×H500,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
耐熱強化ガラス厚6.5100×2000,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
化粧鏡W450×H900厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
網入透明板ｶﾞﾗｽt=6.82.18㎡以下,網入磨ガラス６．８㍉,網入磨ガラス６．８㍉,1
強化ｶﾞﾗｽ厚さ12.0mm平面2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
化粧鏡厚6W850×H2400,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
複層ｶﾞﾗｽFL8+A12+FL84.00m2以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,1
複層ｶﾞﾗｽLowE5+A12+FL5特寸4.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
複層ｶﾞﾗｽﾌﾛｰﾄt6+A12+ﾌﾛｰﾄt54.0m2以下,ﾍﾟｱｶﾞﾗｽFL5+A12+FL6,ﾍﾟｱｶﾞﾗｽFL5+A12+FL6,1
複層ガラスt266.0㎡以下FL6+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL6,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×2100(1.7m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
強化ｶﾞﾗｽ厚さ8㎜平面2.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
鏡t6W2790×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
複層ｶﾞﾗｽLE6+A12+FL5特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
複層ｶﾞﾗｽﾌﾛｰﾄt10+A10+LowEt10,ｻﾝﾊﾞﾗﾝｽLow-E10+A10+FL10,ｻﾝﾊﾞﾗﾝｽLow-E10+A10+FL10,1
網入みがき板ｶﾞﾗｽ厚さ6.8120×1800ひし(HSD-101他),網入磨ガラス６．８㍉,網入磨ガラス６．８㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8.0mm特寸2.18㎡以下,透明フロート８㍉,透明フロート８㍉,1
防犯合わせｶﾞﾗｽFL10+FL104.00m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL10+FL10,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL10+FL10,1
フロート板ガラス厚8.02.18㎡以下,透明フロート８㍉,透明フロート８㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ10.0mm特寸2.18㎡以下,透明フロート１０㍉,透明フロート１０㍉,1
フロート板ガラス乳白色t6W40×H2100,透明フロート６㍉,透明フロート６㍉,1
倍強度ガラスt=6.02.00㎡以下ｾﾗﾐｯｸﾌﾟﾘﾝﾄ,セラプリライト６㍉＜指定柄＞,セラプリライト６㍉＜指定柄＞,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×5100(4.4m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8(L),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,0
化粧鏡L1800×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153463×2800,透明フロート１５㍉,透明フロート１５㍉,1
複層ガラスt30W1500×H3179.7FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8,1
複層ｶﾞﾗｽﾌﾛｰﾄt6+A10+LowEt5,ｻﾝﾊﾞﾗﾝｽLow-E5+A10+FL6,ｻﾝﾊﾞﾗﾝｽLow-E5+A10+FL6,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚62.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
複層ｶﾞﾗｽTG8+A8+TG8特寸4.0㎡以下,ﾍﾟｱｶﾞﾗｽ強化8+A8+強化8,ﾍﾟｱｶﾞﾗｽ強化8+A8+強化8,1
化粧鏡t5.0W3000×H1000,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,1
複層ｶﾞﾗｽLowE10+A12+FL124.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL12,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL12,1
複層ｶﾞﾗｽFL8+A12+FL8特寸6.0㎡以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,1
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A6+(FL6+CP･HS6),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+HS6(SG60)※,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+HS6(SG60)※,1
複層ｶﾞﾗｽ強化LE8+A12+TG8特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,1
複層ｶﾞﾗｽﾌﾛ-ﾄt6+A6+ﾌﾛ-ﾄt62.0m2以下,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,ﾍﾟｱｶﾞﾗｽFL6+A6+FL6,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚32.18㎡以下,透明フロート３㍉,透明フロート３㍉,1
複層ｶﾞﾗｽ強化LE8+A12+TG8特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm特寸2.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
引違ｶﾞﾗｽ戸ﾌﾛｰﾄ厚5800×600,透明フロート５㍉,透明フロート５㍉,1
合せガラス厚16.04.00㎡以下FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
網入みがき板ｶﾞﾗｽ厚さ10W1094×H1027.2,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
網入みがき板ｶﾞﾗｽ厚さ10W1585×H745,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
複層ｶﾞﾗｽLowE5+A12+FL102.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL10,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL10,1
合わせｶﾞﾗｽ強化ｶﾞﾗｽ厚12+121500×900,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化12,1
網入みがき板ｶﾞﾗｽ厚さ10W1722×H1027.2,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-ETP8+A12+TP84.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,1
強化合わせガラスTG10+TG12W660×H2215,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,1
複層ｶﾞﾗｽLE6+A12+FL5特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
複層ｶﾞﾗｽFL6+A12+FL62.00m2以下,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,1
合わせｶﾞﾗｽﾌﾛ-ﾄt6+ﾌﾛ-ﾄt64.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
型板ｶﾞﾗｽ厚4150×1500ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス４㍉※,型板ガラス４㍉※,1
耐熱ｶﾞﾗｽt6.52.00m2以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
網入みがき板ｶﾞﾗｽ厚さ10W1700×H1490,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
強化型板ｶﾞﾗｽW850×H2450厚8.0,フロスト熱処理ガラス８㍉,フロスト熱処理ガラス８㍉,1
複層ガラスt30W1410×H3548FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=153400×2800,透明フロート１５㍉,透明フロート１５㍉,1
複層ｶﾞﾗｽ強化LE8+A12+TG8特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,1
複層ｶﾞﾗｽLE8+A12+HS8特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+HS8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+HS8,1
ﾌﾛｰﾄｶﾞﾗｽt8W150×H1900,透明フロート８㍉,透明フロート８㍉,1
複層ガラスt30W1500×H4715FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),1
強化ｶﾞﾗｽ厚さ12.0mm平面4.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
引違受付窓強化ｶﾞﾗｽ厚さ6㎜W1400×H1000,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉(ｶﾞﾗｽのみ),ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉(ｶﾞﾗｽのみ),1
合わせｶﾞﾗｽﾌﾛ-ﾄt3+ﾌﾛ-ﾄt3W100×H950,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,1
複層ｶﾞﾗｽﾌﾛｰﾄt12+A10+ﾌﾛｰﾄt12,ﾍﾟｱｶﾞﾗｽFL12+A10+FL12,ﾍﾟｱｶﾞﾗｽFL12+A10+FL12,1
網入磨ｶﾞﾗｽt102.18m2以下,網入磨ガラス１０㍉,網入磨ガラス１０㍉,1
強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt12+A10+ﾌﾛｰﾄt12,ﾍﾟｱｶﾞﾗｽFL12+A10+FL12,ﾍﾟｱｶﾞﾗｽFL12+A10+FL12,1
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=123313×2400,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3600(3.2m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8(L),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,0
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm900×295(SD-301),透明フロート６㍉,透明フロート６㍉,1
複層ｶﾞﾗｽTG8+A12+TG8特寸4.0㎡以下,ﾍﾟｱｶﾞﾗｽ強化8+A12+強化8,ﾍﾟｱｶﾞﾗｽ強化8+A12+強化8,1
ﾌﾛｰﾄｶﾞﾗｽt8W150×H1900,透明フロート８㍉,透明フロート８㍉,1
複層ｶﾞﾗｽFL5+A12+FL52.00m2以下,ﾍﾟｱｶﾞﾗｽFL5+A12+FL5,ﾍﾟｱｶﾞﾗｽFL5+A12+FL5,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚62.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
フロート板ガラス厚8.04.45㎡以下,透明フロート８㍉,透明フロート８㍉,1
強化ガラスt=6.04.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
強化ガラスt104.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
強化合わせｶﾞﾗｽ厚6+厚64.00m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,1
LEa複層ｶﾞﾗｽLowe6+A12+HRT86.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,1
防護柵強化ガラスt=10W1580×H500,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉（ｶﾞﾗｽのみ）,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉（ｶﾞﾗｽのみ）,1
複層ｶﾞﾗｽﾌﾛｰﾄt10+A10+LowEt8,ｻﾝﾊﾞﾗﾝｽLow-E8+A10+FL10,ｻﾝﾊﾞﾗﾝｽLow-E8+A10+FL10,1
強化ｶﾞﾗｽ厚52.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,1
フロートガラスt5W40xH1700,透明フロート５㍉,透明フロート５㍉,1
耐熱強化ｶﾞﾗｽ厚さ6.5mm平面2.00㎡以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)６.５㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ12特寸6.81㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A12+(FL6+CP･HS6)2.00㎡以下,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+HS6(SG60)※,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A6+FL6+HS6(SG60)※,1
耐熱強化ｶﾞﾗｽ厚82.00㎡以下,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=156.81㎡以下,透明フロート１５㍉,透明フロート１５㍉,1
複層ｶﾞﾗｽLowE6+A12+FL6特寸4.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
合わせｶﾞﾗｽﾌﾛ-ﾄt5+ﾌﾛ-ﾄt52.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
強化ｶﾞﾗｽ厚5150×1500ﾀﾍﾟｽﾄﾘｰ加工,フロスト熱処理ガラス５㍉※,フロスト熱処理ガラス５㍉※,1
複層ｶﾞﾗｽLowE6+A12+FL82.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL8,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6W100×H1800,透明フロート６㍉,透明フロート６㍉,1
すり板ｶﾞﾗｽFS5特寸2.18㎡以下,すり板ガラス５㍉,すり板ガラス５㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt12+A12+ﾌﾛｰﾄt82.0m2以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL12,ﾍﾟｱｶﾞﾗｽFL8+A12+FL12,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚3100×200,透明フロート３㍉,透明フロート３㍉,1
ﾌﾛｰﾄｶﾞﾗｽt5W900×H900,透明フロート５㍉,透明フロート５㍉,1
鏡t6W2543×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下W630×H1075,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
ｶﾞﾗｽ手摺平部W750×H1200強化合わせｶﾞﾗｽt15+12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化15,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化15,1
複層ｶﾞﾗｽLowE8+A12+FL8特寸2.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
耐熱ガラスt5W1000×H2200,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,1
耐熱ガラスt5W1200×H2200,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,1
強化合わせガラスTG10+TG124.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化10+強化12,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm900×295(SD-301),透明フロート６㍉,透明フロート６㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A6+TP84.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+強化8,1
複層ｶﾞﾗｽLowE6+A12+FL6特寸2.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
フロートガラスt104.45㎡以下,透明フロート１０㍉,透明フロート１０㍉,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3200(2.8m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm120×800(LD-K03他),型板ガラス４㍉,型板ガラス４㍉,1
LEa複層ｶﾞﾗｽLowe6+A12+FL66.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
合わせｶﾞﾗｽ(ｶﾗｰ中間膜)ﾌﾛ-ﾄt4+ﾌﾛ-ﾄt40.8m2以下,カラーラミセーフFL4+FL4(30mil),カラーラミセーフFL4+FL4(30mil),1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm120×1800,型板ガラス４㍉,型板ガラス４㍉,1
化粧鏡t5.0W2861.5×H1000,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,1
型板ｶﾞﾗｽ厚さ4W100×H100,型板ガラス４㍉,型板ガラス４㍉,1
網入透明板ｶﾞﾗｽt=106.81㎡以下,網入磨ガラス１０㍉,網入磨ガラス１０㍉,1
複層ｶﾞﾗｽLowE4+A12+FL42.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E4+A12+FL4,ｻﾝﾊﾞﾗﾝｽLow-E4+A12+FL4,1
ﾌﾛｰﾄｶﾞﾗｽt5W1200×H1050,透明フロート５㍉,透明フロート５㍉,1
複層ｶﾞﾗｽLowE8+A12+T82.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,1
強化ｶﾞﾗｽt6W100×H1800,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
網入みがき板ｶﾞﾗｽ厚さ10W1250×H1990,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ15特寸2.18㎡以下,透明フロート１５㍉,透明フロート１５㍉,1
LEa複層ｶﾞﾗｽLowe8+A12+FL82.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
フロートガラスt82.18㎡以下,透明フロート８㍉,透明フロート８㍉,1
強化ｶﾞﾗｽt82.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
合わせｶﾞﾗｽFL12(6+6)平面2.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
1FEVﾎｰﾙ1防護柵強化ガラスt=10W850×H500取付金物:ｽﾃﾝﾚｽHL32φ,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉（ｶﾞﾗｽのみ）,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉（ｶﾞﾗｽのみ）,1
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A12+(FL5+FL5)4.00㎡以下,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A12+FL5+FL5(30ﾐﾙ),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A12+FL5+FL5(30ﾐﾙ),1
