x,y,guess,correct
複層ガラスt36W3875×H1800FL12+A12+Low-E12,ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL12(L),ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL12(L),1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A6+TP82.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A6+強化8,1
複層ガラスt286.0㎡以下FL8+A12+Low-E8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
フロストミラー,ﾌﾛｽﾄｸﾞﾗｽﾒﾀﾘｯｸ５㍉,ﾌﾛｽﾄｸﾞﾗｽﾒﾀﾘｯｸ５㍉,1
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(60),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(60),1
合せｶﾞﾗｽFL12+FL84.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL12,1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+TP84.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+強化8,1
化粧鏡W450×H900厚5.0防錆鏡,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
化粧鏡t5.0W1855.5×H900,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
AD-1強化ｶﾞﾗｽ厚5150×2310,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm120×120(SD-112),型板ガラス４㍉,型板ガラス４㍉,1
合せガラス厚12.02.00㎡以下FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
複層ｶﾞﾗｽLowE5+A12+FL5特寸2.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
化粧鏡t5.0W2731.5×H1000,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,1
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ6㎜平面2.0㎡以下W630×H1305,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
複層ｶﾞﾗｽLowE5+A12+FL5特寸2.0㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E5+A12+FL5,1
合せガラス厚12.02.00㎡以下FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×2600(2.1m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
強化合わせガラスTG6+TG64.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,1
耐熱ガラスt8W1520×H2250,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+FL54.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
鏡t6W2543×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
複層ｶﾞﾗｽFL5+A12+FL54.0㎡以下,ﾍﾟｱｶﾞﾗｽFL5+A12+FL5,ﾍﾟｱｶﾞﾗｽFL5+A12+FL5,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6特寸2.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
ガラス手摺ＡH1800持ち出しﾀｲﾌﾟﾌﾛｰﾄｶﾞﾗｽt15,透明フロート１５㍉H1800,透明フロート１５㍉H1800,1
複層ガラス厚24.02.00㎡以下FL10+A6+FL8,ﾍﾟｱｶﾞﾗｽFL10+A6+FL8,ﾍﾟｱｶﾞﾗｽFL10+A6+FL8,1
強化合わせｶﾞﾗｽ(ｶﾗｰ中間膜)強化t5+強化t50.8m2以下(ﾋｰﾄｿｰｸ処理),カラーラミセーフ強化5+強化5(60mil),カラーラミセーフ強化5+強化5(60mil),1
フロート板ガラス厚6.0W100×H1900,透明フロート６㍉,透明フロート６㍉,1
フロートガラスt82.18㎡以下,透明フロート８㍉,透明フロート８㍉,1
フロートガラスt126.81㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
型板ｶﾞﾗｽ厚4100×1800ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス４㍉※,型板ガラス４㍉※,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm150×150(SD-202他),型板ガラス４㍉,型板ガラス４㍉,1
合わせｶﾞﾗｽFL16(8+8)平面2.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
複層ガラスt30W1500×H4876FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),1
LEa複層ｶﾞﾗｽLowe6+A12+FL62.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
複層ガラス厚24.02.00㎡以下FL10+A6+FL8,ﾍﾟｱｶﾞﾗｽFL10+A6+FL8,ﾍﾟｱｶﾞﾗｽFL10+A6+FL8,1
合せガラス厚12.04.00㎡以下FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
合わせｶﾞﾗｽﾌﾛ-ﾄt3+ﾌﾛ-ﾄt3W100×H950,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL3+FL3,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=64.45㎡以下,透明フロート６㍉,透明フロート６㍉,1
複層ガラスt32W3825×H1800FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10(L),1
複層ｶﾞﾗｽLowE6+A12+FL66.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL6,1
複層ｶﾞﾗｽFL10+A12+FL10特寸8.0㎡以下,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,ﾍﾟｱｶﾞﾗｽFL10+A12+FL10,1
ﾀﾞﾝｽｽﾀｼﾞｵ壁姿見鏡t=6W3550×H3500下地耐水合板t12共,ｻﾝﾐﾗｰ６㍉壁面／洗面分割前提,ｻﾝﾐﾗｰ６㍉壁面／洗面分割前提,1
強化ｶﾞﾗｽt82.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
強化ｶﾞﾗｽ厚52.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,1
複層ガラスt30W700×H3548FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm特寸2.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
合わせｶﾞﾗｽPSG8+PSG84.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL8+FL8,1
ガラス手摺H1200平部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１５㍉H1200平部,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１５㍉H1200平部,1
複層ガラスt30W700×H3548FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8(L),1
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=122.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
LEa複層ｶﾞﾗｽLowe6+A12+HRT84.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+耐熱強化8,1
強化型板ｶﾞﾗｽW850×H2450厚8.0,フロスト熱処理ガラス８㍉,フロスト熱処理ガラス８㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ10特寸6.81㎡以下,透明フロート１０㍉,透明フロート１０㍉,1
自動扉衝突防止柵強化ｶﾞﾗｽ厚8,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
合わせｶﾞﾗｽ強化t8+強化t8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化8+強化8,1
複層ｶﾞﾗｽ網入磨t6.8+A12+ﾌﾛｰﾄt52.0m2以下,ﾍﾟｱｶﾞﾗｽPW6.8+A12+FL5,ﾍﾟｱｶﾞﾗｽPW6.8+A12+FL5,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm120×1800,型板ガラス４㍉,型板ガラス４㍉,1
ﾌﾛｰﾄｶﾞﾗｽt122.18m2以下,透明フロート１２㍉,透明フロート１２㍉,1
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(60),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(60),1
強化ｶﾞﾗｽ厚さ8㎜平面6.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
複層ｶﾞﾗｽFL6+A12+FL66.00m2以下,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,ﾍﾟｱｶﾞﾗｽFL6+A12+FL6,1
複層ｶﾞﾗｽ合(ﾌﾛｰﾄt6+乳白色中間膜+耐熱強化t8)+A10+LowEt12,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(乳60),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E12+A10+FL6+FR8(乳60),1
強化ｶﾞﾗｽ厚82.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
複層ｶﾞﾗｽT8+A8+T82.00m2以下,ﾍﾟｱｶﾞﾗｽ強化8+A8+強化8,ﾍﾟｱｶﾞﾗｽ強化8+A8+強化8,1
複層ｶﾞﾗｽFL6+A12+P6.82.00m2以下,ﾍﾟｱｶﾞﾗｽPW6.8+A12+FL6,ﾍﾟｱｶﾞﾗｽPW6.8+A12+FL6,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm120×120(SD-112),型板ガラス４㍉,型板ガラス４㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6特寸2.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
フロート板ガラスt6W40×H1800,透明フロート６㍉,透明フロート６㍉,1
化粧柱強化ｶﾞﾗｽ厚さ8㎜平面6.0㎡以下W1368×H3000,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
強化ｶﾞﾗｽt8W1875×H3450,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-E8+A6+TP82.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A6+強化8,ｻﾝﾊﾞﾗﾝｽLow-E8+A6+強化8,1
化粧鏡L2035×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
合わせガラスﾌﾛｰﾄ5+ﾌﾛｰﾄ52.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL5+FL5,1
鏡防湿鏡厚5,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,ｻﾝﾐﾗｰﾃﾞﾗｯｸｽ５㍉･･･壁面／洗面,1
網入みがき板ｶﾞﾗｽ厚さ10W1879×H1027.2,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3500(3.0m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
複層ｶﾞﾗｽLowE8+A12+T84.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,1
倍強度ガラスt=6.02.00㎡以下ｾﾗﾐｯｸﾌﾟﾘﾝﾄ,セラプリライト６㍉＜指定柄＞,セラプリライト６㍉＜指定柄＞,1
複層ｶﾞﾗｽFL5+A12+FL52.00m2以下,ﾍﾟｱｶﾞﾗｽFL5+A12+FL5,ﾍﾟｱｶﾞﾗｽFL5+A12+FL5,1
ｶﾞﾗｽ手摺H1200平部強化ｶﾞﾗｽt15,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)15㍉H1200(ｶﾞﾗｽのみ),ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)15㍉H1200(ｶﾞﾗｽのみ),1
ﾌﾛｰﾄｶﾞﾗｽt102.18m2以下,透明フロート１０㍉,透明フロート１０㍉,1
強化透明ﾌﾛｰﾄ板ｶﾞﾗｽt=124.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１２㍉,1
複層ｶﾞﾗｽFL8+A12+FL8特寸8.0㎡以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,1
複層ガラスt324.0㎡以下FL10+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,1
網入みがき板ｶﾞﾗｽ厚さ10W1585×H1134,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+FL52.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,ｻﾝﾊﾞﾗﾝｽLow-E6+A12+FL5,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ12特寸6.81㎡以下,透明フロート１２㍉,透明フロート１２㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt10+A10+ﾌﾛｰﾄt8,ﾍﾟｱｶﾞﾗｽFL8+A10+FL10,ﾍﾟｱｶﾞﾗｽFL8+A10+FL10,1
複層ガラスt36W3700×H1800FL12+A12+Low-E12,ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL12(L),ｻﾝﾊﾞﾗﾝｽLow-E12+A12+FL12(L),1
強化ｶﾞﾗｽ厚62.00m2以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
手術室OP3､9複層ｶﾞﾗｽFL6+A12+鉛入144.00m2以下,〈手術室OP3､9複層ｶﾞﾗｽFL6+A12+鉛入14〉,〈手術室OP3､9複層ｶﾞﾗｽFL6+A12+鉛入14〉,1
複層ｶﾞﾗｽ強化LE8+A12+TG8特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E強化8+A12+強化8,1
強化ｶﾞﾗｽ厚62.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)６㍉,1
複層ｶﾞﾗｽLowE10+A12+FL102.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL12,0
ｶﾞﾗｽ手摺平部W750×H1200強化合わせｶﾞﾗｽt15+12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化15,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化12+強化15,1
鏡張りW2750×H2400,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,ｻﾝﾐﾗｰ５㍉壁面／洗面分割前提,1
LEa複層ｶﾞﾗｽLowe10+A12+FL104.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,1
強化合わせｶﾞﾗｽ(ｶﾗｰ中間膜)強化t5+強化t50.8m2以下(ﾋｰﾄｿｰｸ処理),カラーラミセーフ強化5+強化5(60mil),カラーラミセーフ強化5+強化5(60mil),1
ﾌﾛｽﾄｶﾞﾗｽ厚さ8.0mm特寸2.18㎡以下,フロストグラス（プレーン）８㍉,フロストグラス（プレーン）８㍉,1
強化ｶﾞﾗｽ厚さ5㎜平面4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)５㍉,1
複層ガラスt30W1500×H3079.4FL8+A12+Low-E10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL8,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm900×295(SD-301),透明フロート６㍉,透明フロート６㍉,1
複層ｶﾞﾗｽLowE8+A12+T8W1884×H3450,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+強化8,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm120×1800,型板ガラス４㍉,型板ガラス４㍉,1
化粧鏡t5.0W1863×H900,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
複層ｶﾞﾗｽFL8+A12+FL8特寸6.0㎡以下,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,ﾍﾟｱｶﾞﾗｽFL8+A12+FL8,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3700(3.1m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8(L),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,0
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×3500(3.0m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
ﾌﾛｰﾄｶﾞﾗｽ厚54.45m2以下,透明フロート５㍉,透明フロート５㍉,1
LEa複層ｶﾞﾗｽLowe10+A12+FL106.00m2以下,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,ｻﾝﾊﾞﾗﾝｽLow-E10+A12+FL10,1
鏡t6W2594×H1700,サンミラー６㍉･･･壁面／洗面,サンミラー６㍉･･･壁面／洗面,1
型板ｶﾞﾗｽ厚42.18㎡以下,型板ガラス４㍉,型板ガラス４㍉,1
耐熱強化ｶﾞﾗｽ厚さ5.0mm2400×1400欠け:2400×860÷2(SW-607),ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)５㍉,1
強化ｶﾞﾗｽ厚さ8㎜平面2.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)８㍉,1
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm120×800(LD-K03他),型板ガラス４㍉,型板ガラス４㍉,1
強化ガラスt102.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,ﾃﾝﾊﾟﾗｲﾄ(透明ﾌﾛｰﾄ)１０㍉,1
化粧鏡L2035×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
LEaAW-e2複層ｶﾞﾗｽLowe8+A12+FL8異形900×700(0.6m2),異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,異形ｻﾝﾊﾞﾗﾝｽLow-E8+A12+FL8,1
フロートガラスt62.18㎡以下,透明フロート６㍉,透明フロート６㍉,1
透明ﾌﾛｰﾄ板ｶﾞﾗｽt=194350×2800,透明フロート１９㍉,透明フロート１９㍉,1
複層ｶﾞﾗｽLE8+A12+HS8特寸6.00㎡以下,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+HS8,ｻﾝﾊﾞﾗﾝｽLow-E8+A12+HS8,1
合わせｶﾞﾗｽﾌﾛ-ﾄt6+ﾌﾛ-ﾄt64.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)FL6+FL6,1
強化合わせｶﾞﾗｽ厚6+厚62.00m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)強化6+強化6,1
化粧鏡L1500×H1000,サンミラー５㍉･･･壁面／洗面,サンミラー５㍉･･･壁面／洗面,1
防犯合わせｶﾞﾗｽt4+t4180×1600,カラーラミセーフFL4+FL4(乳30),カラーラミセーフFL4+FL4(乳30),1
複層ｶﾞﾗｽ網入磨t6.8+A12+ﾌﾛｰﾄt52.0m2以下,ﾍﾟｱｶﾞﾗｽPW6.8+A12+FL5,ﾍﾟｱｶﾞﾗｽPW6.8+A12+FL5,1
耐熱ガラスt8W1520×H2250,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,ﾏｲﾎﾞｰｶ(透明ﾌﾛｰﾄ)８㍉,1
網入みがき板ｶﾞﾗｽ厚さ10W2193×H1027.2,異形網入磨ガラス(ﾋｼ)１０㍉,異形網入磨ガラス(ﾋｼ)１０㍉,1
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6W100×H1800,透明フロート６㍉,透明フロート６㍉,1
フロートガラスt84.45㎡以下,透明フロート８㍉,透明フロート８㍉,1
複層ｶﾞﾗｽﾌﾛｰﾄt6+A12+ﾌﾛｰﾄt82.0m2以下,ﾍﾟｱｶﾞﾗｽFL6+A12+FL8,ﾍﾟｱｶﾞﾗｽFL6+A12+FL8,1
防犯合わせｶﾞﾗｽt4+t4180×1600,カラーラミセーフFL4+FL4(乳30),カラーラミセーフFL4+FL4(乳30),1
