x,y
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_特寸2.18㎡以下,透明フロート_６㍉
強化ｶﾞﾗｽ厚さ12.0mm_平面_6.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_１２㍉
複層ｶﾞﾗｽLE6+A12+FL5_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E6+A12+FL5
複層ｶﾞﾗｽLE6+A12+FL5_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E6+A12+FL5
複層ｶﾞﾗｽLE6+A12+FL5_特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E6+A12+FL5
複層ｶﾞﾗｽLE8+A12+HS8_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E8+A12+HS8
複層ｶﾞﾗｽLE8+A12+HS8_特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E8+A12+HS8
複層ｶﾞﾗｽLE8+A12+HS8_特寸6.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E8+A12+HS8
複層ｶﾞﾗｽLE8+A12+FL8_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E8+A12+FL8
複層ｶﾞﾗｽLE8+A12+FL8_特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E8+A12+FL8
複層ｶﾞﾗｽLE8+A12+FL8_特寸6.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E8+A12+FL8
複層ｶﾞﾗｽ強化LE8+A12+TG8_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E強化8+A12+強化8
複層ｶﾞﾗｽ強化LE8+A12+TG8_特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E強化8+A12+強化8
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_120×1800(HSD-101a),透明フロート_６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_900×295(SD-301),透明フロート_６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_1800×295(SD-303他),透明フロート_６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_特寸2.18㎡以下,透明フロート_６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ10.0mm_特寸2.18㎡以下,透明フロート_１０㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ12.0mm_特寸2.18㎡以下,透明フロート_１２㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_120×120(SD-112),型板ガラス_４㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_120×800(LD-K03他),型板ガラス_４㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_120×1800(SD-207他),型板ガラス_４㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_150×150(SD-202他),型板ガラス_４㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ8.0mm_特寸2.18㎡以下,フロストグラス（プレーン）_８㍉
網入みがき板ｶﾞﾗｽ厚さ6.8_120×1800_ひし(HSD-101他),網入磨ガラス_６．８㍉
強化ｶﾞﾗｽ厚さ8.0mm_250×500(SSD-101),ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_８㍉
強化ｶﾞﾗｽ厚さ12.0mm_平面_4.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_１２㍉
強化ｶﾞﾗｽ厚さ12.0mm_平面_6.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_１２㍉
耐熱強化ｶﾞﾗｽ厚さ5.0mm_120×1800(SD-106'他),ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_５㍉
耐熱強化ｶﾞﾗｽ厚さ5.0mm_2400×1400欠け:2400×860÷2(SW-607),ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_５㍉
耐熱強化ｶﾞﾗｽ厚さ6.5mm_平面_2.00㎡以下,ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_６.５㍉
耐熱強化ｶﾞﾗｽ厚さ8.0mm_平面_2.00㎡以下,ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_８㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_120×1800,型板ガラス_４㍉
強化型板ｶﾞﾗｽW850×H2450_厚8.0,フロスト熱処理ガラス_８㍉
強化型板ｶﾞﾗｽW850×H2600_厚8.0,フロスト熱処理ガラス_８㍉
強化合わせｶﾞﾗｽ厚10.0+8.0H=1050,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)_強化8+強化10_H1050
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_特寸2.18㎡以下,透明フロート_６㍉
強化ｶﾞﾗｽ厚さ12.0mm_平面_4.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_１２㍉
複層ｶﾞﾗｽLE6+A12+FL5_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E6+A12+FL5
複層ｶﾞﾗｽLE6+A12+FL5_特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E6+A12+FL5
複層ｶﾞﾗｽLE6+A12+HTG5_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E6+A12+耐熱強化5
複層ｶﾞﾗｽLE6+A12+FL5_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E6+A12+FL5
複層ｶﾞﾗｽ強化LE8+A12+TG8_特寸4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E強化8+A12+強化8
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_900×295(SD-301),透明フロート_６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_1800×295(SD-303他),透明フロート_６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6.0mm_特寸2.18㎡以下,透明フロート_６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8.0mm_特寸2.18㎡以下,透明フロート_８㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_120×800(LD-K03他),型板ガラス_４㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_120×1800(SD-207他),型板ガラス_４㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_150×150,型板ガラス_４㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ15.0mm_特寸4.45㎡以下,フロストグラス（プレーン）_１５㍉
強化ｶﾞﾗｽ厚さ12.0mm_平面_2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_１２㍉
強化ｶﾞﾗｽ厚さ12.0mm_平面_4.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_１２㍉
耐熱強化ｶﾞﾗｽ厚さ5.0mm_平面_2.00㎡以下,ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_５㍉
耐熱強化ｶﾞﾗｽ厚さ6.5mm_平面_2.00㎡以下,ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_６.５㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_120×1800,型板ガラス_４㍉
ﾌﾛｽﾄｶﾞﾗｽ厚さ4.0mm_150×150,型板ガラス_４㍉
強化型板ｶﾞﾗｽW850×H2450_厚8.0,フロスト熱処理ガラス_８㍉
強化合わせｶﾞﾗｽ厚10.0+8.0H=1000,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)_強化8+強化10_H1000
複層ｶﾞﾗｽLE6+A12+FL5_特寸2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ_Low-E6+A12+FL5
姿見鏡W450×H2100_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W300×H450_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W300×H1150_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W400×H600_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W400×H800_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W400×H1200_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W450×H900_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
姿見鏡W450×H2100_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W300×H1150_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W400×H800_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W450×H900_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
化粧鏡W450×H900_厚5.0_防錆鏡,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
ﾌﾛｰﾄ板ｶﾞﾗｽ厚6_2.18㎡以下,透明フロート_６㍉
強化ｶﾞﾗｽ厚5_2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_５㍉
合わせｶﾞﾗｽPSG5+PSG5_2.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL5+FL5
合わせｶﾞﾗｽPSG8+PSG8_2.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL8+FL8
合わせｶﾞﾗｽPSG8+PSG8_4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL8+FL8
複層ｶﾞﾗｽPSG6+A6+FG6_2.00㎡以下,ﾍﾟｱｶﾞﾗｽ_型6+A6+FL6
複層ｶﾞﾗｽPSG6+A6+PSG6_2.00㎡以下,ﾍﾟｱｶﾞﾗｽ_FL6+A6+FL6
複層ｶﾞﾗｽPWG6.8+A6+FG6_2.00㎡以下,ﾍﾟｱｶﾞﾗｽ_PW6.8+A6+型6
複層ｶﾞﾗｽPWG6.8+A6+PSG6_2.00㎡以下,ﾍﾟｱｶﾞﾗｽ_PW6.8+A6+FL6
ﾌﾛｰﾄ板ｶﾞﾗｽ厚3_2.18㎡以下,透明フロート_３㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚3_2.18㎡以下,透明フロート_３㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚3_100×200,透明フロート_３㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚3_100×200,透明フロート_３㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚5_2.18㎡以下,透明フロート_５㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚6_2.18㎡以下,透明フロート_６㍉
型板ｶﾞﾗｽ厚4_2.18㎡以下,型板ガラス_４㍉
型板ｶﾞﾗｽ厚4_100×200,型板ガラス_４㍉
型板ｶﾞﾗｽ厚4_150×150,型板ガラス_４㍉
強化ｶﾞﾗｽ厚5_2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_５㍉
強化ｶﾞﾗｽ厚5_4.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_５㍉
強化ｶﾞﾗｽ厚6_2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_６㍉
合わせｶﾞﾗｽPSG5+PSG5_2.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL5+FL5
合わせｶﾞﾗｽPSG5+PSG5_4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL5+FL5
合わせｶﾞﾗｽPSG8+PSG8_2.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL8+FL8
強化ｶﾞﾗｽ厚12_ﾉﾝｽﾘｯﾌﾟ加工1500×900,〈強化12ﾐﾘ_1500×900(ﾉﾝｽﾘｯﾌﾟ加工)_1枚〉
合わせｶﾞﾗｽ強化ｶﾞﾗｽ_厚12+121500×900,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)_強化12+強化12
網入磨板ｶﾞﾗｽ厚6.8_2.18㎡以下,網入磨ガラス_６．８㍉
網入型板ｶﾞﾗｽ厚6.8_2.18㎡以下,網入型板ガラス_６．８㍉
網入型板ｶﾞﾗｽ厚6.8_2.18㎡以下,網入型板ガラス_６．８㍉
耐熱強化ｶﾞﾗｽ厚8_2.00㎡以下,ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_８㍉
耐熱強化ｶﾞﾗｽ厚8_4.00㎡以下,ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_８㍉
免震装置用鏡防湿鏡:厚6_W900×H900,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_６㍉･･･壁面／洗面
防蝕鏡厚5_W400×H1150,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
大型鏡ｽﾃﾝﾚｽW2000×H2000,〈ｽﾃﾝﾚｽ製_W2000×H2000_1枚〉
鏡防湿鏡_厚5,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
鏡防湿鏡_厚5,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
防湿鏡厚5_W400×H1100ｽﾃﾝﾚｽ枠_厚2.0曲加工,ｻﾝﾐﾗｰ_ﾃﾞﾗｯｸｽ_５㍉･･･壁面／洗面
複層ｶﾞﾗｽFL5+A6+FL5_2.00m2以下,ﾍﾟｱｶﾞﾗｽ_FL5+A6+FL5
複層ｶﾞﾗｽFL6+A12+FL6_2.00m2以下,ﾍﾟｱｶﾞﾗｽ_FL6+A12+FL6
複層ｶﾞﾗｽFL6+A12+FL6_4.00m2以下,ﾍﾟｱｶﾞﾗｽ_FL6+A12+FL6
複層ｶﾞﾗｽFL6+A12+FL6_6.00m2以下,ﾍﾟｱｶﾞﾗｽ_FL6+A12+FL6
手術室OP3､9複層ｶﾞﾗｽFL6+A12+鉛入144.00m2以下,〈手術室OP3､9_複層ｶﾞﾗｽ_FL6+A12+鉛入14〉
複層ｶﾞﾗｽFL6+A12+P6.8_2.00m2以下,ﾍﾟｱｶﾞﾗｽ_PW6.8+A12+FL6
複層ｶﾞﾗｽFL8+A12+FL8_4.00m2以下,ﾍﾟｱｶﾞﾗｽ_FL8+A12+FL8
複層ｶﾞﾗｽFL10+A12+FL10_2.00m2以下,ﾍﾟｱｶﾞﾗｽ_FL10+A12+FL10
複層ｶﾞﾗｽFL10+A12+FL10_4.00m2以下,ﾍﾟｱｶﾞﾗｽ_FL10+A12+FL10
引違ｶﾞﾗｽ戸ﾌﾛｰﾄ_厚5_800×600,_透明フロート_５㍉
2連引違ｶﾞﾗｽ戸ﾌﾛｰﾄ_厚5_2000×600,_透明フロート_５㍉
引違ｶﾞﾗｽ戸ﾌﾛｰﾄ_厚5_800×600,_透明フロート_５㍉
引違ｶﾞﾗｽ戸ﾌﾛｰﾄ_厚5_800×600,_透明フロート_５㍉
ﾌﾛｰﾄｶﾞﾗｽ厚5_2.18m2以下,透明フロート_５㍉
ﾌﾛｰﾄｶﾞﾗｽ厚5_4.45m2以下,透明フロート_５㍉
ﾌﾛｰﾄｶﾞﾗｽ厚5_100×1800ﾀﾍﾟｽﾄﾘｰ加工,フロストグラス_５㍉
ﾌﾛｰﾄｶﾞﾗｽ厚5_150×1500ﾀﾍﾟｽﾄﾘｰ加工,フロストグラス_５㍉
ﾌﾛｰﾄｶﾞﾗｽ厚8_6.81m2以下,透明フロート_８㍉
型板ｶﾞﾗｽ厚4_100×800ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス_４㍉
型板ｶﾞﾗｽ厚4_100×1500ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス_４㍉
型板ｶﾞﾗｽ厚4_100×1800ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス_４㍉
型板ｶﾞﾗｽ厚4_150×1500ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス_４㍉
型板ｶﾞﾗｽ厚4_200×100ﾀﾍﾟｽﾄﾘｰ加工,型板ガラス_４㍉
強化ｶﾞﾗｽ厚5_2.00m2以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_５㍉
強化ｶﾞﾗｽ厚5_150×1500ﾀﾍﾟｽﾄﾘｰ加工,フロスト熱処理ガラス_５㍉
強化ｶﾞﾗｽ厚6_2.00m2以下,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_６㍉
ﾌﾛｰﾄｶﾞﾗｽ厚5_340×869,透明フロート_５㍉
ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽﾌﾛｰﾄ6+ﾌﾞﾗｲﾝﾄﾞ+ﾌﾛｰﾄ5900×1100,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽ_FL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉
ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽﾌﾛｰﾄ6+ﾌﾞﾗｲﾝﾄﾞ+ﾌﾛｰﾄ5780×1100,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽ_FL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉
ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽﾌﾛｰﾄ6+ﾌﾞﾗｲﾝﾄﾞ+ﾌﾛｰﾄ5842×1100,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽ_FL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉
ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽﾌﾛｰﾄ6+ﾌﾞﾗｲﾝﾄﾞ+ﾌﾛｰﾄ5987×1100,〈ﾌﾞﾗｲﾝﾄﾞ内蔵ｶﾞﾗｽ_FL6+ﾌﾞﾗｲﾝﾄﾞ+FL5〉
防犯合わせｶﾞﾗｽFL10+FL10_4.00m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL10+FL10
ﾀﾞﾌﾞﾙｶﾞﾗｽﾄﾞｱ強化5+強化5_900×2700,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)_強化5+強化5
強化合わせｶﾞﾗｽ厚6+厚6_2.00m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)_強化6+強化6
強化合わせｶﾞﾗｽ厚6+厚6_4.00m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)_強化6+強化6
化粧鏡300×600×厚5,サンミラー_５㍉･･･壁面／洗面
化粧鏡360×1700×厚5,サンミラー_５㍉･･･壁面／洗面
化粧鏡450×600×厚5,サンミラー_５㍉･･･壁面／洗面
化粧鏡500×1000×厚5,サンミラー_５㍉･･･壁面／洗面
化粧鏡450×1000×厚5,サンミラー_５㍉･･･壁面／洗面
ｶﾞﾗｽ手摺用ｶﾞﾗｽｶﾞﾗｽ:強化合せｶﾞﾗｽ_厚10+10,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil)_強化10+強化10_H1200
防煙垂壁A網入型板ｶﾞﾗｽ_厚6.8,サンスモークカットＴ_（一般天井用）
自動扉衝突防止柵強化ｶﾞﾗｽ_厚8,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_８㍉
自動扉衝突防止柵強化ｶﾞﾗｽ_厚8,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_８㍉
自動扉衝突防止柵強化ｶﾞﾗｽ_厚8,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_８㍉
自動扉衝突防止柵強化ｶﾞﾗｽ_厚8,ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_８㍉
耐熱強化ｶﾞﾗｽt10_4.00m2以下,ﾏｲﾎﾞｰｶ_(透明ﾌﾛｰﾄ)_１０㍉
合わせｶﾞﾗｽﾌﾛ-ﾄt5+ﾌﾛ-ﾄt52.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL5+FL5
合わせｶﾞﾗｽﾌﾛ-ﾄt5+ﾌﾛ-ﾄt54.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL5+FL5
合わせｶﾞﾗｽﾌﾛ-ﾄt5+ﾌﾛ-ﾄt56.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL5+FL5
合わせｶﾞﾗｽﾌﾛ-ﾄt6+ﾌﾛ-ﾄt62.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL6+FL6
合わせｶﾞﾗｽﾌﾛ-ﾄt6+ﾌﾛ-ﾄt64.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL6+FL6
合わせｶﾞﾗｽ網入磨t6.8+ﾌﾛ-ﾄt62.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_PW6.8+FL6
合わせｶﾞﾗｽ網入磨t6.8+ﾌﾛ-ﾄt64.0m2以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_PW6.8+FL6
複層ｶﾞﾗｽﾌﾛ-ﾄt6+A6+ﾌﾛ-ﾄt62.0m2以下,ﾍﾟｱｶﾞﾗｽ_FL6+A6+FL6
合わせｶﾞﾗｽﾌﾛ-ﾄt3+ﾌﾛ-ﾄt3W300×H1500,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil)_FL3+FL3
ﾌﾛｰﾄｶﾞﾗｽt8_2.18m2以下,透明フロート_８㍉
ﾌﾛｰﾄｶﾞﾗｽt8_4.45m2以下,透明フロート_８㍉
ﾌﾛｰﾄｶﾞﾗｽt10_4.45m2以下,透明フロート_１０㍉
ﾌﾛｰﾄｶﾞﾗｽt12_2.18m2以下,透明フロート_１２㍉
ﾌﾛｰﾄｶﾞﾗｽt12_4.45m2以下,透明フロート_１２㍉
網入磨ｶﾞﾗｽt10_2.18m2以下,網入磨ガラス_１０㍉
強化ｶﾞﾗｽt10_2.0m2以下(ﾋｰﾄｿｰｸ処理),ﾃﾝﾊﾟﾗｲﾄ_(透明ﾌﾛｰﾄ)_１０㍉
複層ｶﾞﾗｽﾌﾛｰﾄt6+A12+ﾌﾛｰﾄt52.0m2以下,ﾍﾟｱｶﾞﾗｽ_FL5+A12+FL6
複層ｶﾞﾗｽﾌﾛｰﾄt6+A12+ﾌﾛｰﾄt54.0m2以下,ﾍﾟｱｶﾞﾗｽ_FL5+A12+FL6
複層ｶﾞﾗｽﾌﾛｰﾄt8+A12+ﾌﾛｰﾄt64.0m2以下,ﾍﾟｱｶﾞﾗｽ_FL6+A12+FL8
複層ｶﾞﾗｽﾌﾛｰﾄt10+A12+ﾌﾛｰﾄt82.0m2以下,ﾍﾟｱｶﾞﾗｽ_FL8+A12+FL10
複層ｶﾞﾗｽﾌﾛｰﾄt10+A12+ﾌﾛｰﾄt84.0m2以下,ﾍﾟｱｶﾞﾗｽ_FL8+A12+FL10
複層ｶﾞﾗｽ網入磨t6.8+A12+ﾌﾛｰﾄt52.0m2以下,ﾍﾟｱｶﾞﾗｽ_PW6.8+A12+FL5
複層ｶﾞﾗｽ網入磨t10+A12+ﾌﾛｰﾄt82.0m2以下,ﾍﾟｱｶﾞﾗｽ_PW10+A12+FL8
